,name,startYear,endYear,in_production,creators,cast,overview,genres,country_names,runtimes,actor_popularity,number_of_seasons,number_of_episodes,averageRating,numVotes,poster_path,popularity,key,text_concat,lemmatized_text
98,FBI,2018,2024,True,"Dick Wolf, Craig Turk","Missy Peregrym, Zeeko Zaki, John Boyd, Jeremy Sisto, Alana de la Garza","Les agents spéciaux de la branche new-yorkaise du FBI usent de tous leurs talents et leur expertise pour assurer la protection de la ville et du pays. Les membres de cette unité d'élite combattent aussi bien le terrorisme, le crime organisé que le contre-espionnage.","Crime, Action & Adventure, Drame",États-Unis,43,18.015,7,122,7.1,24544,https://image.tmdb.org/t/p/original/bircXcCsvP2DUximyQUOn5p2s4.jpg,236.452,https://www.youtube.com/watch?v=m2cEovWJuPQ,"FBI Dick Wolf, Craig Turk Missy Peregrym, Zeeko Zaki, John Boyd, Jeremy Sisto, Alana de la Garza Les agents spéciaux de la branche new-yorkaise du FBI usent de tous leurs talents et leur expertise pour assurer la protection de la ville et du pays. Les membres de cette unité d'élite combattent aussi bien le terrorisme, le crime organisé que le contre-espionnage. Crime, Action & Adventure, Drame États-Unis","FBI Dick Wolf , craig Turk Missy Peregrym , Zeeko Zaki , John Boyd , Jeremy Sisto , Alana de le Garza le agent spécial de le branche new-yorkais de FBI user de tout leur talent et son expertise pour assurer le protection de le ville et de pays . le membre de ce unité de élite combattre aussi bien le terrorisme , le crime organiser que le contre-espionnage . crim , action et adventure , Drame États-Unis"
99,SEAL Team,2017,2024,False,Benjamin Cavell,"David Boreanaz, Neil Brown Jr., A.J. Buckley, Toni Trucks, Beau Knapp, Tyler Grey, Justin Melnick, Raffi Barsoumian","Le quotidien professionnel et personnel des membres de la plus haute unité d'élite des Navy SEALs, qui s’entraînent, planifient et exécutent les missions les plus dangereuses à la demande du gouvernement américain.","Action & Adventure, Drame, War & Politics",États-Unis,,9.668125,7,112,7.8,35744,https://image.tmdb.org/t/p/original/rQJKfadORdmznHxKmM2g8Qti6DU.jpg,262.727,https://www.youtube.com/watch?v=3k9o6y-wjMg,"SEAL Team Benjamin Cavell David Boreanaz, Neil Brown Jr., A.J. Buckley, Toni Trucks, Beau Knapp, Tyler Grey, Justin Melnick, Raffi Barsoumian Le quotidien professionnel et personnel des membres de la plus haute unité d'élite des Navy SEALs, qui s’entraînent, planifient et exécutent les missions les plus dangereuses à la demande du gouvernement américain. Action & Adventure, Drame, War & Politics États-Unis","seal Team Benjamin Cavell David Boreanaz , neil Brown Jr . , A.J. Buckley , Toni Trucks , Beau Knapp , Tyler Grey , justin Melnick , Raffi Barsoumian le quotidien professionnel et personnel de membre de le plus haute unité de élite de navy SEALs , qui s’ entraîner , planifient et exécuter le mission le plus dangereux à le demande de gouvernement américain . action et adventure , Drame , war et Politics États-Unis"
100,Gilmore Girls,2000,2007,False,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Scott Patterson, Melissa McCarthy, Keiko Agena, Yanic Truesdale, Liza Weil, Sean Gunn, Matt Czuchry, Kelly Bishop, Edward Herrmann","La série raconte la relation complice et même privilégiée de Lorelai avec sa fille Rory qu'elle eut à 16 ans. Entre leurs histoires d'amour respectives et les relations avec les grands-parents de Rory ou les personnages secondaires rencontrés au travail de Lorelai ou au lycée d'élite de Rory dans la petite ville de Stars Hollow, Lorelai et Rory n'ont pas le temps de s'ennuyer.","Comédie, Drame",États-Unis,44,15.882363636363635,7,153,8.2,155513,https://image.tmdb.org/t/p/original/8hWwBpB1mLUKqzjdGrcvJcIklp4.jpg,225.686,https://www.youtube.com/watch?v=Ac47mma8XRA,"Gilmore Girls Amy Sherman-Palladino Lauren Graham, Alexis Bledel, Scott Patterson, Melissa McCarthy, Keiko Agena, Yanic Truesdale, Liza Weil, Sean Gunn, Matt Czuchry, Kelly Bishop, Edward Herrmann La série raconte la relation complice et même privilégiée de Lorelai avec sa fille Rory qu'elle eut à 16 ans. Entre leurs histoires d'amour respectives et les relations avec les grands-parents de Rory ou les personnages secondaires rencontrés au travail de Lorelai ou au lycée d'élite de Rory dans la petite ville de Stars Hollow, Lorelai et Rory n'ont pas le temps de s'ennuyer. Comédie, Drame États-Unis","gilmore Girls Amy Sherman - Palladino Lauren Graham , Alexis Bledel , Scott Patterson , Melissa McCarthy , Keiko Agena , Yanic truesdale , liza Weil , Sean Gunn , Matt Czuchry , Kelly Bishop , Edward Herrmann le série racont le relation complice et même privilégier de lorelai avec son fille rory que lui avoir à 16 an . entrer leur histoire de amour respectif et le relation avec le grand - parent de rory ou le personnage secondaire rencontrer au travail de lorelai ou au lycée de élite de rory dans le petit ville de Stars Hollow , lorelai et rory ne avoir pas le temps de se ennuyer . comédie , Drame États-Unis"
101,House of the Dragon,2022,2024,True,"George R. R. Martin, Ryan Condal","Emma D'Arcy, Matt Smith, Olivia Cooke, Patrick Sass","Près de 200 ans avant les évènements de Games of Thrones, le continent de Westeros est en proie à de nombreux dangers. Une guerre civile se prépare dans différents endroits du royaume : cette guerre sera appelée la Danse des Dragons. De son côté, la maison Targaryen se disloque peu à peu et le règne des dragons est menacé.","Science-Fiction & Fantastique, Drame, Action & Adventure",États-Unis,,16.77975,2,18,8.3,454246,https://image.tmdb.org/t/p/original/lP73xk4HGJ9CPxDWouzKzK6j82o.jpg,268.889,https://www.youtube.com/watch?v=a2zgNEUfGyA,"House of the Dragon George R. R. Martin, Ryan Condal Emma D'Arcy, Matt Smith, Olivia Cooke, Patrick Sass Près de 200 ans avant les évènements de Games of Thrones, le continent de Westeros est en proie à de nombreux dangers. Une guerre civile se prépare dans différents endroits du royaume : cette guerre sera appelée la Danse des Dragons. De son côté, la maison Targaryen se disloque peu à peu et le règne des dragons est menacé. Science-Fiction & Fantastique, Drame, Action & Adventure États-Unis","House of the Dragon George r. r. Martin , Ryan Condal emma de Arcy , Matt Smith , Olivia Cooke , Patrick sass près de 200 an avant le évènement de Games of throne , le continent de Westeros être en proie à de nombreux danger . un guerre civil se préparer dans différent endroit de royaume : ce guerre être appeler le danse de dragon . de son côté , le maison Targaryen se disloquer peu à peu et le règne de dragon être menacer . Science - Fiction et Fantastique , Drame , action et adventure États-Unis"
102,Arcane,2021,2024,False,"Christian Linke, Alex Yee","Hailee Steinfeld, Ella Purnell","Championnes de leurs villes jumelles et rivales, deux sœurs se battent dans une guerre où font rage des technologies magiques et des perspectives diamétralement opposées.","Animation, Science-Fiction & Fantastique, Drame, Action & Adventure",États-Unis,,56.849000000000004,2,18,9.0,318490,https://image.tmdb.org/t/p/original/ypS7R36Vjcn51zZsXsta5onnaCo.jpg,286.768,https://www.youtube.com/watch?v=mI0Q8PD1zto,"Arcane Christian Linke, Alex Yee Hailee Steinfeld, Ella Purnell Championnes de leurs villes jumelles et rivales, deux sœurs se battent dans une guerre où font rage des technologies magiques et des perspectives diamétralement opposées. Animation, Science-Fiction & Fantastique, Drame, Action & Adventure États-Unis","Arcane Christian Linke , Alex Yee hailee Steinfeld , Ella Purnell champion de leur ville jumeau et rival , deux sœur se battre dans un guerre où faire rage de technologie magique et de perspective diamétralemer opposer . animation , Science - Fiction et Fantastique , Drame , action et adventure États-Unis"
103,Better Call Saul,2015,2022,False,"Peter Gould, Vince Gilligan","Bob Odenkirk, Jonathan Banks, Rhea Seehorn, Tony Dalton, Giancarlo Esposito","Six ans avant de croiser le chemin de Walter White, Saul Goodman, connu sous le nom de Jimmy McGill, est un avocat qui peine à joindre les deux bouts, à Albuquerque, au Nouveau-Mexique. Pour boucler ses fins de mois, il n'aura d'autres choix que se livrer à quelques petites escroqueries. Chemin faisant, il va faire des rencontres qui vont se révéler déterminantes dans son parcours : Nacho Varga, ou encore Mike Ehrmantraut, un criminel spécialisé dans le ""nettoyage"", qui deviendra son futur homme de main.","Crime, Drame",États-Unis,,24.35,6,63,9.0,691688,https://image.tmdb.org/t/p/original/7KyuCBjxsr4sNQga16DcN9ccEyf.jpg,254.583,https://www.youtube.com/watch?v=hMk6L3UbMuM,"Better Call Saul Peter Gould, Vince Gilligan Bob Odenkirk, Jonathan Banks, Rhea Seehorn, Tony Dalton, Giancarlo Esposito Six ans avant de croiser le chemin de Walter White, Saul Goodman, connu sous le nom de Jimmy McGill, est un avocat qui peine à joindre les deux bouts, à Albuquerque, au Nouveau-Mexique. Pour boucler ses fins de mois, il n'aura d'autres choix que se livrer à quelques petites escroqueries. Chemin faisant, il va faire des rencontres qui vont se révéler déterminantes dans son parcours : Nacho Varga, ou encore Mike Ehrmantraut, un criminel spécialisé dans le ""nettoyage"", qui deviendra son futur homme de main. Crime, Drame États-Unis","better Call Saul Peter Gould , Vince Gilligan Bob Odenkirk , Jonathan Banks , Rhea Seehorn , Tony Dalton , Giancarlo Esposito Six an avant de croiser le chemin de Walter White , Saul Goodman , connaître sou le nom de Jimmy McGill , être un avocat qui peiner à joindre le deux bout , à Albuquerque , au nouveau - Mexique . pour boucler son fin de mois , il ne avoir de autre choix que se livrer à quelque petit escroquerie . chemin faire , il aller faire un rencontre qui aller se révéler déterminer dans son parcours : Nacho Varga , ou encore Mike Ehrmantraut , un criminel spécialiser dans le "" nettoyage "" , qui devenir son futur homme de main . crime , Drame États-Unis"
104,"XO, Kitty",2023,2025,True,Jenny Han,"Anna Cathcart, 최민영, Gia Kim, 이상헌, Anthony Keyvan, Peter Thurnwald","Guidée par ses sentiments jusqu'à un lycée prestigieux à Séoul, Kitty l'entremetteuse découvre que la vie, l'amour et la famille sont plus compliqués que ce qu'elle imaginait.","Comédie, Drame",États-Unis,,41.584666666666664,2,18,6.5,15516,https://image.tmdb.org/t/p/original/v13uTYMFsVAY69q7CpJ4UFwB9mN.jpg,398.203,https://www.youtube.com/watch?v=Cisp6EVm0Io,"XO, Kitty Jenny Han Anna Cathcart, 최민영, Gia Kim, 이상헌, Anthony Keyvan, Peter Thurnwald Guidée par ses sentiments jusqu'à un lycée prestigieux à Séoul, Kitty l'entremetteuse découvre que la vie, l'amour et la famille sont plus compliqués que ce qu'elle imaginait. Comédie, Drame États-Unis","XO , Kitty Jenny Han Anna Cathcart , 최민영 , Gia Kim , 이상헌 , Anthony Keyvan , peter Thurnwald Guidée par son sentiment jusque à un lycée prestigieux à Séoul , kitty le entremetteur découvrir que le vie , le amour et le famille être plus compliqué que ce que lui imaginer . comédie , Drame États-Unis"
105,Father Brown,2013,2024,True,"Tahsin Guner, Rachel Flowerday","Mark Williams, Tom Chambers, John Burton, Claudie Blakley, Ruby-May Martinwood","Un prêtre catholique, ayant un don pour résoudre des mystères, s'improvise détective privé dans son village anglais.","Drame, Crime, Mystère",Royaume-Uni,45,20.801399999999997,12,130,7.8,15759,https://image.tmdb.org/t/p/original/u8LUC3O1hiEDKP2SFZK68iYqMzl.jpg,395.213,https://www.youtube.com/watch?v=0zW6fjkoSe4,"Father Brown Tahsin Guner, Rachel Flowerday Mark Williams, Tom Chambers, John Burton, Claudie Blakley, Ruby-May Martinwood Un prêtre catholique, ayant un don pour résoudre des mystères, s'improvise détective privé dans son village anglais. Drame, Crime, Mystère Royaume-Uni","Father Brown Tahsin Guner , Rachel Flowerday Mark Williams , Tom Chambers , John Burton , Claudie Blakley , Ruby - May Martinwood un prêtre catholique , avoir un don pour résoudre un mystère , se improviser détectiv priver dans son village anglais . drame , Crime , Mystère Royaume - Uni"
106,Le Seigneur des anneaux : Les Anneaux de pouvoir,2022,2024,True,"Patrick McKay, John D. Payne","Charlie Vickers, Morfydd Clark, Robert Aramayo, Charles Edwards, Owain Arthur, Sophia Nomvete, Daniel Weyman, Markella Kavenagh, Megan Richards, Ismael Cruz Cordova, Sam Hazeldine, Benjamin Walker","Divers personnages, connus et inconnus, doivent faire face à la résurgence du mal en Terre du Milieu. Des profondeurs des Montagnes de Brume aux forêts majestueuses du Lindon, de l'île des Rois de Númenor aux contrées les plus éloignées du monde, ces royaumes et personnages vont forger un héritage qui demeurera bien après leur disparition.","Action & Adventure, Science-Fiction & Fantastique, Drame",États-Unis,,11.284999999999998,2,16,6.9,407505,https://image.tmdb.org/t/p/original/gpHezxjqAnZ21o8T9vSSrUKygQ3.jpg,282.479,https://www.youtube.com/watch?v=Bsnka8xrlfU,"Le Seigneur des anneaux : Les Anneaux de pouvoir Patrick McKay, John D. Payne Charlie Vickers, Morfydd Clark, Robert Aramayo, Charles Edwards, Owain Arthur, Sophia Nomvete, Daniel Weyman, Markella Kavenagh, Megan Richards, Ismael Cruz Cordova, Sam Hazeldine, Benjamin Walker Divers personnages, connus et inconnus, doivent faire face à la résurgence du mal en Terre du Milieu. Des profondeurs des Montagnes de Brume aux forêts majestueuses du Lindon, de l'île des Rois de Númenor aux contrées les plus éloignées du monde, ces royaumes et personnages vont forger un héritage qui demeurera bien après leur disparition. Action & Adventure, Science-Fiction & Fantastique, Drame États-Unis","le seigneur de anneau : le anneau de pouvoir Patrick McKay , John D. Payne Charlie Vickers , Morfydd Clark , Robert Aramayo , Charles Edwards , Owain Arthur , Sophia nomvete , Daniel Weyman , Markella Kavenagh , Megan Richards , Ismael Cruz Cordova , Sam Hazeldine , Benjamin Walker Divers personnage , connu et inconnu , devoir faire face à le résurgence de mal en terre de Milieu . un profondeur de montagne de Brume à forêt majestueux de Lindon , de le île de roi de Númenor à contrée le plus éloigner de monde , ce royaume et personnage aller forger un héritage qui demeurer bien après son disparition . action et adventure , Science - Fiction et Fantastique , Drame États-Unis"
107,South Park,1997,2023,True,"Trey Parker, Matt Stone","Trey Parker, Matt Stone, Mona Marshall, Jennifer Howell","La petite ville de South Park dans le Colorado est le théâtre des aventures de Cartman, Stan, Kyle et Kenny, quatre enfants au langage quelque peu... décalé !","Animation, Comédie",États-Unis,22,7.36,26,321,8.7,414572,https://image.tmdb.org/t/p/original/xJnbMTrJ2fl1AXAKx34U4BPvOhs.jpg,241.79,https://www.youtube.com/watch?v=uLrlLDLJpMo,"South Park Trey Parker, Matt Stone Trey Parker, Matt Stone, Mona Marshall, Jennifer Howell La petite ville de South Park dans le Colorado est le théâtre des aventures de Cartman, Stan, Kyle et Kenny, quatre enfants au langage quelque peu... décalé ! Animation, Comédie États-Unis","South Park Trey Parker , Matt Stone Trey Parker , Matt Stone , Mona Marshall , Jennifer Howell le petit ville de South Park dans le colorado être le théâtre de aventure de Cartman , Stan , Kyle et Kenny , quatre enfant au langage quelque peu ... décalé ! animation , comédie États-Unis"
108,NewsRadio,1995,1999,False,Paul Simms,"Dave Foley, Maura Tierney, Stephen Root, Andy Dick, Vicki Lewis, Joe Rogan, Jon Lovitz",,Comédie,États-Unis,,17.183,5,97,8.0,17794,https://image.tmdb.org/t/p/original/bX8HcTfON8dwt4fQWwY1mXxG0Uo.jpg,243.337,https://www.youtube.com/watch?v=n96PR8oY1KY,"NewsRadio Paul Simms Dave Foley, Maura Tierney, Stephen Root, Andy Dick, Vicki Lewis, Joe Rogan, Jon Lovitz  Comédie États-Unis","newsradio Paul Simms Dave Foley , Maura Tierney , Stephen Root , Andy Dick , Vicki Lewis , joe Rogan , Jon Lovitz   comédie États-Unis"
109,Love Island U.S,2019,2024,True,"Mark Busk-Cowley, Brent Baker, Jo Scarratt-Jones, Tom Gould","Iain Stirling, Ariana Madix","Version américaine du concours britannique de dating réalité dans lequel dix célibataires viennent séjourner quelques semaines dans une villa et doivent se mettre en couple. Au cours de ces semaines, ils sont confrontés au vote du public et pourraient être éliminés de l'émission. D'autres insulaires se joignent et tentent de briser les couples.",Reality,États-Unis,43,3.977,6,197,5.2,2009,https://image.tmdb.org/t/p/original/kU2y21cls8WargMaX7KI47URMjD.jpg,245.699,https://www.youtube.com/watch?v=fpIehnHmjRY,"Love Island U.S Mark Busk-Cowley, Brent Baker, Jo Scarratt-Jones, Tom Gould Iain Stirling, Ariana Madix Version américaine du concours britannique de dating réalité dans lequel dix célibataires viennent séjourner quelques semaines dans une villa et doivent se mettre en couple. Au cours de ces semaines, ils sont confrontés au vote du public et pourraient être éliminés de l'émission. D'autres insulaires se joignent et tentent de briser les couples. Reality États-Unis","Love Island U.S Mark Busk - Cowley , Brent Baker , Jo Scarratt - Jones , Tom Gould Iain Stirling , Ariana Madix version américain de concours britannique de dating réaliter dans lequel dix célibataire venir séjourner quelque semaine dans un villa et devoir se mettre en couple . au cours de ce semaine , il être confronter au vote de public et pouvoir être éliminer de le émission . de autre insulaire se joindre et tenter de briser le couple . Reality États-Unis"
110,New Amsterdam,2018,2023,False,David Schulner,"Ryan Eggold, Janet Montgomery, Jocko Sims, Tyler Labine, Sandra Mae Frank","Un seul hôpital dans le monde est capable de traiter, sous le même toit, des patients souffrant d'Ebola, des prisonniers enfermés au sein de l'établissement de haute sécurité de Rikers, et le président des États-Unis : l'hôpital Bellevue. Un haut lieu médical qui va être bouleversé par l'arrivée à sa tête d'un nouveau directeur, bien décidé à faire bouger les choses au sein de cette institution de Manhattan. Mais ses batailles seront multiples, puisqu'il doit également lutter au quotidien contre le cancer qui le ronge...",Drame,États-Unis,43,14.9302,5,89,8.0,51694,https://image.tmdb.org/t/p/original/jsH4AeGZn5Q6h314A3OTUHKxHhR.jpg,210.946,https://www.youtube.com/watch?v=4pmG-c-P824,"New Amsterdam David Schulner Ryan Eggold, Janet Montgomery, Jocko Sims, Tyler Labine, Sandra Mae Frank Un seul hôpital dans le monde est capable de traiter, sous le même toit, des patients souffrant d'Ebola, des prisonniers enfermés au sein de l'établissement de haute sécurité de Rikers, et le président des États-Unis : l'hôpital Bellevue. Un haut lieu médical qui va être bouleversé par l'arrivée à sa tête d'un nouveau directeur, bien décidé à faire bouger les choses au sein de cette institution de Manhattan. Mais ses batailles seront multiples, puisqu'il doit également lutter au quotidien contre le cancer qui le ronge... Drame États-Unis","New Amsterdam David Schulner Ryan Eggold , Janet Montgomery , Jocko Sims , Tyler Labine , Sandra Mae Frank un seul hôpital dans le monde être capable de traiter , sou le même toit , un patient souffrir de Ebola , un prisonnier enfermer au sein de le établissement de haute sécurité de Rikers , et le président de États-Unis : le hôpital Bellevue . un haut lieu médical qui aller être bouleverser par le arrivée à son tête de un nouveau directeur , bien décider à faire bouger le chose au sein de ce institution de Manhattan . mais son bataille être multiple , puisque il devoir également lutter au quotidien contre le cancer qui le ronge ... drame États-Unis"
111,Medium,2005,2011,False,Glenn Gordon Caron,"Patricia Arquette, Jake Weber, Miguel Sandoval, David Cubitt, Sofia Vassilieva, Feodor Lark","Allison Dubois est une jeune femme et mère de trois enfants qui veut devenir avocate. Depuis son enfance, elle possède le pouvoir d'entendre les morts, lire les pensées des autres et voir l'avenir dans ses rêves. Son mari, ingénieur aéronautique, est convaincu que sa femme dit la vérité. Mais le plus dur reste à faire: convaincre les autorités que rien de tout cela n'est un canular et qu'elle peut réellement aider la justice.","Crime, Drame, Mystère, Science-Fiction & Fantastique",États-Unis,,18.679166666666667,7,128,7.1,31745,https://image.tmdb.org/t/p/original/gT3GmkEKyZDvvf8a0l0FDoSlGtk.jpg,293.266,https://www.youtube.com/watch?v=mt2S312XFgE,"Medium Glenn Gordon Caron Patricia Arquette, Jake Weber, Miguel Sandoval, David Cubitt, Sofia Vassilieva, Feodor Lark Allison Dubois est une jeune femme et mère de trois enfants qui veut devenir avocate. Depuis son enfance, elle possède le pouvoir d'entendre les morts, lire les pensées des autres et voir l'avenir dans ses rêves. Son mari, ingénieur aéronautique, est convaincu que sa femme dit la vérité. Mais le plus dur reste à faire: convaincre les autorités que rien de tout cela n'est un canular et qu'elle peut réellement aider la justice. Crime, Drame, Mystère, Science-Fiction & Fantastique États-Unis","medium Glenn Gordon Caron Patricia Arquette , Jake Weber , Miguel Sandoval , David Cubitt , Sofia Vassilieva , Feodor Lark allison Dubois être un jeune femme et mère de trois enfant qui vouloir devenir avocat . depuis son enfance , lui posséder le pouvoir de entendre le mort , lire le pensée de autre et voir le avenir dans son rêve . son mari , ingénieur aéronautique , être convaincre que son femme dire le vérité . mais le plus dur reste à faire : convaincre le autorité que rien de tout celer ne être un canular et que lui pouvoir réellement aider le justice . crime , Drame , Mystère , Science - Fiction et Fantastique États-Unis"
112,Mayday : Dangers dans le ciel,2003,2024,True,"André Barro, Bernard Vaillot","Stephen Bogaert, Jonathan Aris","Cette série revient sur les grandes catastrophes aériennes. Ces films, mélange de reconstitutions et de témoignages, nous plongent dans une atmosphère angoissante et un suspense haletant. Interventions des survivants et des parents de victimes, explications d’experts, étude de la boîte noire de l'avion, rapports des autorités… Un important travail d'enquête a été mené afin de tenter de comprendre les raisons de ces crashes.","Documentaire, Drame, Crime",Canada,46,14.0585,24,219,8.8,6170,https://image.tmdb.org/t/p/original/sWwsiXi0V4spWdVkzje3143Bxjy.jpg,216.007,https://www.youtube.com/watch?v=D1PRxyN3qf0,"Mayday : Dangers dans le ciel André Barro, Bernard Vaillot Stephen Bogaert, Jonathan Aris Cette série revient sur les grandes catastrophes aériennes. Ces films, mélange de reconstitutions et de témoignages, nous plongent dans une atmosphère angoissante et un suspense haletant. Interventions des survivants et des parents de victimes, explications d’experts, étude de la boîte noire de l'avion, rapports des autorités… Un important travail d'enquête a été mené afin de tenter de comprendre les raisons de ces crashes. Documentaire, Drame, Crime Canada","Mayday : danger dans le ciel André Barro , Bernard Vaillot Stephen Bogaert , Jonathan Aris ce série revenir sur le grand catastrophe aérien . ce film , mélange de reconstitution et de témoignage , nous plonger dans un atmosphère angoissant et un suspense haleter . intervention de survivant et un parent de victime , explication d’ expert , étude de le boîte noir de le avion , rapport de autorité … un important travail de enquête avoir être mener afin de tenter de comprendre le raison de ce crashe . documentaire , Drame , Crime Canada"
113,Fear the Walking Dead,2015,2023,False,"Dave Erickson, Robert Kirkman","Lennie James, Kim Dickens, Colman Domingo, Danay García, Austin Amelio, Karen David, Christine Evangelista, Daniel Sharman, Jenna Elfman, Rubén Blades","Madison Clark est conseillère d’orientation dans un lycée de Los Angeles, aux États-Unis. Depuis la mort de son mari, elle élève seule ses deux enfants : Alicia, excellente élève, qui découvre les premiers émois amoureux, et son grand frère, Nick, qui a quitté la fac et cumule les problèmes. Ils n’acceptent pas vraiment le nouveau compagnon de leur mère, Travis Manawa, professeur dans le même lycée et père divorcé d’un jeune adolescent, Chris. Autour de cette famille recomposée, qui a du mal à recoller les morceaux, d’étranges comportements font leur apparition et une épidémie débute.

Prequel de The Walking Dead.","Action & Adventure, Drame",États-Unis,,13.641900000000001,8,113,6.8,147844,https://image.tmdb.org/t/p/original/l7N9aS6VyYvjelKoCB2eZge0Qky.jpg,246.106,https://www.youtube.com/watch?v=XaYHaQbHF0U,"Fear the Walking Dead Dave Erickson, Robert Kirkman Lennie James, Kim Dickens, Colman Domingo, Danay García, Austin Amelio, Karen David, Christine Evangelista, Daniel Sharman, Jenna Elfman, Rubén Blades Madison Clark est conseillère d’orientation dans un lycée de Los Angeles, aux États-Unis. Depuis la mort de son mari, elle élève seule ses deux enfants : Alicia, excellente élève, qui découvre les premiers émois amoureux, et son grand frère, Nick, qui a quitté la fac et cumule les problèmes. Ils n’acceptent pas vraiment le nouveau compagnon de leur mère, Travis Manawa, professeur dans le même lycée et père divorcé d’un jeune adolescent, Chris. Autour de cette famille recomposée, qui a du mal à recoller les morceaux, d’étranges comportements font leur apparition et une épidémie débute.

Prequel de The Walking Dead. Action & Adventure, Drame États-Unis","Fear the Walking Dead Dave Erickson , Robert Kirkman Lennie James , Kim Dickens , Colman Domingo , Danay García , Austin Amelio , Karen David , Christine Evangelista , Daniel Sharman , Jenna Elfman , rubén Blades Madison Clark être conseiller d’ orientation dans un lycée de Los Angeles , à États-Unis . depuis le mort de son mari , lui élever seul son deux enfant : Alicia , excellent élever , qui découvrir le premier émoi amoureux , et son grand frère , Nick , qui avoir quitter le fac et cumuler le problème . il n’ accepter pas vraiment le nouveau compagnon de son mère , Travis Manawa , professeur dans le même lycée et père divorcé d’ un jeune adolescent , Chris . autour de ce famille recomposer , qui avoir de mal à recoller le morceau , d’ étrange comportement faire son apparition et un épidémie débuter . 

 Prequel de The Walking dead . action et adventure , Drame États-Unis"
114,Californication,2007,2014,False,Tom Kapinos,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon","Hank Moody est romancier et séparé de la mère de sa fille de 13 ans. Il est aussi accro aux femmes et aux drogues et ne peut s'empêcher de dire la vérité, tout le temps et à tout le monde. Oui, Hank est auto-destructeur...","Comédie, Drame",États-Unis,28,20.459500000000002,7,84,8.3,190355,https://image.tmdb.org/t/p/original/6mxF22FeS3AfGMPxPRGihBIOBYh.jpg,243.205,https://www.youtube.com/watch?v=gQ7yaQhXJAI,"Californication Tom Kapinos David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon Hank Moody est romancier et séparé de la mère de sa fille de 13 ans. Il est aussi accro aux femmes et aux drogues et ne peut s'empêcher de dire la vérité, tout le temps et à tout le monde. Oui, Hank est auto-destructeur... Comédie, Drame États-Unis","californication Tom Kapinos David Duchovny , Natascha McElhone , Evan Handler , Pamela Adlon Hank Moody être romancier et séparer de le mère de son fille de 13 an . il être aussi accro à femme et à droguer et ne pouvoir se empêcher de dire le vérité , tout le temps et à tout le monde . oui , Hank être auto-destructeur ... comédie , Drame États-Unis"
115,Urgences,1994,2009,False,Michael Crichton,"Maura Tierney, Parminder Nagra, Linda Cardellini, Scott Grimes, David Lyons, Angela Bassett, John Stamos","À Chicago, l'hôpital Cook County dispose d'un service des urgences dans lequel œuvre une équipe de médecins dévoués et courageux, sous la houlette du docteur Mark Greene. Leur quotidien est ponctué de drames et de victoires, mais aussi de difficultés personnelles, professionnelles ou sentimentales.",Drame,États-Unis,45,22.442714285714285,15,331,7.9,69562,https://image.tmdb.org/t/p/original/zyEX66a7TqjtfDfGypDk3de3mF.jpg,244.009,https://www.youtube.com/watch?v=9OaqCth__lQ,"Urgences Michael Crichton Maura Tierney, Parminder Nagra, Linda Cardellini, Scott Grimes, David Lyons, Angela Bassett, John Stamos À Chicago, l'hôpital Cook County dispose d'un service des urgences dans lequel œuvre une équipe de médecins dévoués et courageux, sous la houlette du docteur Mark Greene. Leur quotidien est ponctué de drames et de victoires, mais aussi de difficultés personnelles, professionnelles ou sentimentales. Drame États-Unis","urgence Michael Crichton Maura Tierney , Parminder Nagra , Linda Cardellini , Scott Grimes , David Lyons , Angela Bassett , John Stamos à Chicago , le hôpital cook County disposer de un service de urgence dans lequel œuvre un équipe de médecin dévouer et courageux , sou le houlette de docteur Mark Greene . son quotidien être ponctuer de drame et de victoire , mais aussi de difficulté personnel , professionnel ou sentimental . Drame États-Unis"
